g007579
g015197
g005522
g000690
g023704
g001194
g010137
g008175
g008059
g009030
g006758
g009991
g018464
g010964
g015286
g000743
g003608
g006508
g001617
g004482
g025188
g006547
g007944
g011792
g006631
g007801
g030176
g006255
g002242
g031434
g001888
g012020
g024805
g003921
g011039
g004056
g000933
g002935
g005003
g001385
g005026
g005866
g007362
g002729
g014459
g054303
g011863
g000406
g016093
g028309
g013581
g003742
g002777
g005248
g000990
g020684
g006612
g013800
g012898
g003540
g012245
g002521
g028114
g015572
g000399
g010588
g020185
g001605
g002434
g015015
g000714
g014375
g014662
g009238
g004731
g004134
g007998
g006931
g002114
g000009
g002180
g015128
g014717
g009223
g016643
g029126
g003005
g001562
g007293
g010265
g004296
g010552
g000050
g018693
g007839
g001522
g012445
g003042
g001652
g004732
g014384
g011007
g012027
g016463
g004505
g003258
g003386
g044693
g002191
g003196
g004426
g010838
g001204
g007670
g040594
g002221
g006922
g064389
g026063
g005872
g007756
g005394
g001623
g021375
g006997
g001564
g003194
g056298
g001462
g013115
g010772
g003139
g000563
g006730
g000916
g005403
g004982
g001915
g019128
g009451
g005672
g013165
g002448
g007574
g002903
g001599
g002360
g001645
g004309
g000098
g002743
g015176
g010675
g000233
g000048
g025133
g010823
g000706
g006053
g004688
g011375
g011562
g001081
g004765
g000091
g007148
g000079
g008810
g008113
g004566
g008303
g018055
g002292
g001222
g058226
g026604
g000205
g062647
g017734
g009034
g012308
g005281
g001910
g002575
g002130
g009142
g000217
g004369
g012273
g000954
g004172
g004256
g014272
g005989
g030538
g008061
g006622
g002425
g002030
g003738
g004508
g001067
g004060
g001624
g004971
g009925
g012935
g063454
g002388
g021328
g007299
g006031
g010558
g003830
g021620
g007479
g011581
g005612
g027794
g004773
g005417
g006021
g003834
g009359
g006396
g000352
g008703
g007128
g001274
g013407
g002828
g001077
g008688
g029866
g016859
g017441
g004876
g004634
g024692
g007442
g006718
g004251
g001813
g010112
g002106
g057353
g055989
g013850
g000371
g009317
g017870
g019476
g001935
g003809
g011825
g005536
g004729
g012948
g002126
g003249
g000676
g003770
g002989
g007767
g007835
g002201
g007152
g006052
g008753
g007353
g003541
g001692
g006360
g014788
g001336
g003635
g002481
g006067
g002932
g003662
g003440
g000569
g009015
g006414
g011583
g025844
g006904
g006689
g008391
g003634
g000291
g001527
g001577
g002569
g000032
g030460
g001512
g032898
g013328
g000942
g000543
g000113
g014687
g002056
g000449
g001669
g005073
g004432
g001216
g014725
g009880
g001812
g016543
g002738
g008213
g008792
g014027
g014726
g012173
g003900
g005205
g000674
g049456
g001889
g000087
g002247
g002308
g013634
g010653
g002844
g018571
g003198
g009427
g005077
g009257
g008364
g013619
g006849
g003729
g001857
g010450
g000883
g026497
g002409
g002764
g010158
g003873
g011323
g019499
g002363
g001268
g007393
g011889
g000306
g000020
g057552
g017467
g001375
g007445
g000140
g020999
g017373
g010763
g009343
g001887
g009758
g018400
g006213
g000176
g000659
g016514
g006584
g004906
g003761
g007916
g017409
g020169
g014712
g002040
g037567
g006232
g007414
g007126
g017059
g002148
g016772
g016698
g010392
g006595
g001852
g001569
g011846
g003563
g002817
g004464
g000662
g002300
g008475
g003345
g002551
g002889
g014213
g009485
g008329
g021605
g010889
g042960
g010768
g000083
g014189
g001463
g001843
g013928
g013269
g002737
g002025
g000768
g059026
g066252
g007640
g019203
g001614
g001273
g030293
g014238
g004030
g006928
g000053
g016665
g002741
g004754
g008767
g030501
g000122
g035095
g003500
g005587
g022030
g010833
g001402
g003987
g007652
g011744
g007959
g011235
g012295
g007213
g030413
g011046
g015721
g009282
g000490
g003007
g016794
g015194
g002152
g015096
g008332
g004743
g010631
g001762
g011737
g001902
g000385
g029124
g004842
g006238
g000566
g006709
g009557
g000093
g007168
g006833
g001393
g013259
g030348
g001080
g003778
g002823
g005291
g001670
g003078
g010783
g028569
g013492
g025337
g030668
g011597
g007337
g002717
g001179
g004898
g014769
g006658
g003439
g028772
g005502
g007702
g022996
g013089
g004102
g004499
g008227
g012548
g004995
g004745
g001383
g001932
g000696
g003588
g000453
g023933
g007274
g006449
g004243
g008532
g008673
g001808
g002316
g010347
g012722
g000223
g001621
g000425
g031098
g001366
g005879
g002887
g006176
g000988
g017579
g003845
g002921
g005905
g004059
g052926
g010233
g019871
g001094
g008316
g011809
g005596
g005115
g003027
g006703
g001153
g006348
g004253
g006864
g006765
g001022
g019650
g003890
g008599
g019344
g001908
g000880
g002438
g000072
g010941
g008447
g001776
g006268
g016914
g003847
g002928
g060303
g014338
g000800
g000220
g003424
g014216
g009923
g018110
g010499
g001589
g007407
g005799
g011105
g030684
g011482
g002557
g013054
g023338
g004935
g003954
g001976
g057012
g002265
g002214
g000373
g008598
g005482
g018839
g014009
g030222
g012940
g004052
g003553
g004048
g004460
g030182
g001033
g029775
g014242
g030362
g005727
g007584
g002184
g013526
g042747
g007620
g021128
g003050
g003946
g001897
g004891
g013069
g027443
g001737
g007505
g007910
g000542
g010027
g007760
g019427
g013955
g004209
g004860
g005203
g003476
g025638
g021483
g011559
g016520
g000303
g007396
g005104
g005000
g001189
g004049
g000854
g005805
g005354
g014582
g003893
g002236
g022652
g004043
g007547
g007453
g001744
g003676
g002295
g030397
g000643
g006283
g003065
g049309
g000573
g000171
g002081
g001307
g024114
g010061
g000160
g013224
g003363
g004267
g007156
g006906
g004402
g004562
g001071
g014859
g004834
g028560
g003883
g000323
g001439
g002990
g018441
g000294
g021541
g010503
g002593
g003181
g007559
g003632
g008976
g001796
g015617
g003524
g029169
g022231
g018071
g000236
g006083
g002147
g002843
g004472
g002059
g021785
g000587
g008631
g006299
g026420
g004686
g005328
g004548
g008858
g012034
g053994
g007189
g021264
g021123
g008864
g000035
g030314
g008140
g021640
g010478
g000408
g004523
g010437
g000499
g028702
g009088
g000557
g029062
g009252
g002029
g003888
g002535
g007490
g008417
g004596
g025611
g009437
g041248
g013467
g000815
g024084
g030706
g018439
g016243
g012198
g011735
g064678
g012938
g014660
g009830
g003099
g000572
g003063
g016158
g009131
g004335
g008234
g008167
g013131
g002248
g004031
g001862
g013301
g008787
g003566
g002911
g027881
g005356
g000063
g001609
g000833
g014832
g008681
g005673
g002793
g065965
g010714
g001100
g008844
g009661
g008990
g001115
g020336
g001434
g014743
g007275
g002128
g000785
g004633
g004372
g026198
g000054
g000456
g002402
g061062
g013764
g008860
g006056
g005450
g002713
g000918
g010805
g066853
g000791
g062032
g058301
g007133
g012354
g003803
g002199
g004756
g001613
g013730
g010710
g003403
g004448
g015836
g002962
g007632
g003006
g001422
g007465
g000130
g006252
g012470
g001341
g002033
g006752
g007915
g004234
g007359
g014686
g010779
g060607
g004986
g017013
g011908
g002084
g030418
g005880
g027206
g013187
g002779
g001861
g007063
g002944
g001789
g006619
g005377
g011894
g000998
g007196
g000886
g004314
g002806
g018533
g007902
g000589
g009272
g018892
g011558
g011019
g012959
g006342
g012062
g002435
g021687
g063374
g006030
g001872
g017696
g011999
g016218
g000418
g000358
g010873
g014068
g010618
g002233
g003703
g000400
g019537
g004044
g005739
g006594
g026303
g001290
g000853
g011603
g002510
g005121
g010662
g006356
g000292
g006570
g002685
g000238
g011571
g003960
g002472
g005512
g002666
g001452
g001515
g004051
g003562
g020004
g009010
g024806
g000962
g010480
g009355
g017975
g001956
g007014
g001578
g010641
g005870
g016439
g001682
g021268
g003447
g000329
g012168
g006284
g013514
g011856
g001123
g025514
g006593
g017189
g005517
g016333
g004527
g000603
g004979
g002384
g006568
g004178
g002137
g003024
g012865
g006222
g003906
g015453
g010892
g014945
g009950
g010910
g000190
g018636
g002217
g013006
g003184
g013084
g000330
g010247
g025877
g001955
g011239
g015025
g009662
g002933
g005525
g003125
g014410
g012090
g016763
g020972
g000544
g012177
g007487
g000365
g021804
g005423
g006211
g000312
g001357
g004498
g013689
g002598
g063630
g010222
g004358
g008259
g015854
g002833
g010025
g003352
g012153
g000822
g015830
g012981
g005583
g001019
g007319
g001774
g003836
g001296
g006029
g052699
g000584
g001835
g007549
g000826
g011173
g006202
g020911
g002193
g024974
g002841
g007904
g002317
g017986
g005564
g011198
g002356
g002595
g068168
g016562
g009959
g001962
g007051
g011151
g004029
g006070
g002196
g010918
g019206
g005466
g019454
g001882
g003564
g005152
g008953
g002873
g001508
g004098
g011866
g000660
g004923
g000039
g002096
g007533
g005477
g005290
g002079
g015056
g000559
g002414
g005266
g027659
g002601
g017653
g003460
g003989
g002351
g001819
g001017
g017884
g001576
g005382
g000101
g000956
g022090
g013330
g000214
g010109
g007580
g005704
g015028
g013192
g008833
g027387
g026984
g010692
g021491
g002436
g003858
g030151
g002423
g003064
g017602
g002909
g015085
g012465
g006683
g015883
g006210
g016125
g014685
g018041
g052323
g003647
g000431
g003279
g005179
g062642
g001332
g002953
g001197
g020865
g001170
g003380
g001036
g001684
g021231
g055955
g012337
g017593
g006858
g009584
g001629
g001974
g005296
g017695
g000143
g017766
g006857
g000141
g027148
g009327
g005585
g001949
g003060
g004381
g004008
g000692
g008020
g008744
g016686
g014343
g030292
g002733
g004486
g004555
g018309
g003209
g017815
g061334
g023320
g006980
g004378
g000172
g028411
g001280
g003419
g001119
g005941
g002246
g016746
g001524
g007563
g013819
g004462
g012982
g001325
g006074
g010866
g004793
g008939
g004591
g016142
g006805
g002393
g005120
g004471
g000343
g010903
g002668
g003696
g062483
g004435
g016903
g001635
g029288
g001550
g002625
g000026
g004597
g029691
g004000
g013573
g006215
g009007
g001707
g019994
g006216
g001855
g001960
g004207
g011610
g031858
g007769
g009593
g010793
g012966
g002087
g004695
g006674
g015428
g030596
g001257
g000415
g058944
g000935
g000314
g005594
g000382
g020094
g003262
g005763
g028363
g004704
g008999
g003057
g009636
g002997
g008392
g006040
g021109
g000304
g006191
g004387
g015008
g003799
g019216
g008725
g000411
g002101
g018588
g005422
g001134
g003731
g029875
g005800
g007430
g000961
g005541
g001961
g002419
g006037
g008955
g005886
g024595
g009373
g003963
g024995
g002695
g001860
g002756
g003651
g000114
g002198
g029608
g006862
g005330
g005411
g004960
g005735
g010824
g057704
g029809
g014385
g003859
g012997
g002913
g003457
g000111
g009590
g005031
g021578
g011397
g020255
g015419
g007815
g004465
g003278
g000982
g014071
g006680
g030794
g004410
g012890
g005432
g007983
g003577
g019298
g013542
g004632
g011172
g000966
g012086
g006621
g000683
g007771
g001871
g019453
g004757
g002181
g028717
g003666
g012369
g008120
g005957
g014309
g027314
g004530
g014735
g010983
g009269
g021481
g040003
g013286
g030785
g020896
g002934
g006316
g001070
g001161
g011156
g014223
g005605
g000645
g000947
g008619
g004531
g010737
g015299
g009646
g003009
g008682
g009444
g014733
g048282
g016159
g002483
g001805
g016823
g005817
g002789
g007093
g003970
g003147
g030503
g009011
g007762
g006423
g058801
g002529
g015556
g000797
g008149
g005714
g028180
g003106
g007143
g013761
g050264
g006700
g015002
g002011
g006509
g011031
g007589
g005303
g021380
g006706
g016853
g000658
g000673
g008877
g011386
g000297
g003337
g000467
g002799
g010867
g010087
g004105
g028255
g011352
g006055
g006890
g004058
g000685
g003294
g002077
g001620
g059612
g012936
g008859
g016399
g015992
g003312
g003355
g001914
g000717
g001703
g002459
g012990
g000001
g008200
g000423
g008385
g004671
g003322
g003818
g002767
g016745
g058055
g001980
g003217
g028988
g058260
g008102
g009660
g002650
g002757
g000640
g013724
g002036
g009268
g007390
g000921
g000856
g007124
g011297
g000927
g005848
g003718
g013002
g011147
g009402
g001788
g004544
g001353
g003461
g002006
g015227
g021081
g004015
g002266
g003098
g006381
g006410
g004089
g009215
g001990
g000634
g009178
g003661
g010010
g000512
g000725
g061606
g020651
g007861
g003614
g013307
g005229
g000527
g005487
g021686
g003207
g001588
g005888
g002946
g007183
g003224
g040902
g002585
g002136
g001031
g017864
g003375
g000870
g024190
g002804
g002964
g025141
g004151
g000319
g003716
g001092
g004521
g003776
g016810
g005462
g002760
g010414
g018305
g015259
g001361
g006437
g025311
g002784
g002063
g020916
g011109
g014157
g005164
g008997
g005322
g012167
g001368
g026013
g007518
g003406
g054842
g007106
g005812
g001773
g008769
g003466
g023100
g001180
g024342
g001266
g017612
g019199
g001388
g006042
g015832
g008820
g013605
g005087
g029593
g005644
g060884
g021409
g004376
g011736
g000434
g003917
g002973
g008749
g004592
g000515
g006429
g015733
g016373
g004849
g000349
g001056
g016590
g012971
g002334
g001801
g003113
g024170
g013897
g005706
g003518
g015536
g015218
g009067
g010849
g003315
g011515
g003821
g003663
g003943
g021678
g008251
g000041
g002375
g003158
g016770
g004175
g016679
g005689
g003416
g009589
g003425
g010152
g001583
g012495
g009688
g009401
g009542
g016566
g000497
g001394
g005406
g001234
g007889
g010285
g005460
g008737
g006107
g001171
g011507
g001035
g000633
g029088
g000328
g005665
g003833
g002038
g012970
g007117
g000235
g016824
g013906
g001865
g015626
g003011
g008903
g007962
g005736
g005416
g003048
g012580
g044299
g007571
g007058
g003108
g004733
g004552
g017597
g007947
g027861
g027037
g003163
g005131
g002141
g002432
g003141
g007590
g024101
g004619
g001671
g001305
g014446
g000057
g002600
g006436
g001140
g014811
g009981
g009891
g003619
g026359
g003325
g010299
g004812
g006692
g011233
g006771
g009975
g003418
g000368
g021419
g004515
g003968
g002971
g006322
g001301
g008229
g003659
g000732
g002548
g000950
g008305
g004561
g000017
g014875
g000707
g008205
g001401
g003074
g001875
g002416
g008189
g017690
g010967
g007710
g005653
g002444
g001836
g002395
g001163
g003572
g018164
g017741
g016044
g002255
g019416
g017957
g001516
g014194
g008317
g002825
g013910
g007943
g015470
g002796
g006610
g002344
g008383
g003627
g004690
g007135
g050158
g005951
g003348
g001014
g001380
g009310
g020788
g025629
g011130
g005337
g001200
g006008
g003097
g000700
g003318
g002712
g009389
g000180
g001102
g025574
g003211
g013469
g001408
g006104
g017096
g006310
g009755
g030449
g009241
g017714
g008093
g026856
g011729
g001498
g011691
g011305
g022565
g012135
g008657
g004922
g011490
g004579
g002053
g020369
g022601
g006690
g004775
g003357
g002683
g029896
g005156
g017277
g009325
g003842
g008111
g005128
g006256
g007395
g005465
g002642
g003302
g006388
g008081
g025116
g000776
g015963
g001186
g001674
g003379
g017264
g013265
g011787
g000076
g019383
g006233
g005681
g014182
g010267
g007434
g004168
g018222
g003025
g024979
g011976
g001939
g001146
g001619
g000218
g003745
g056029
g005574
g000481
g013449
g000613
g007338
g008399
g028406
g009707
g003153
g010080
g001297
g001294
g005647
g003381
g001839
g015468
g020988
g002086
g001597
g002190
g000827
g004980
g001702
g001806
g014386
g007758
g005171
g004670
g003059
g016469
g019905
g002328
g001756
g002373
g010134
g003621
g006266
g015232
g005513
g009388
g021364
g016111
g004062
g008101
g017991
g003630
g017480
g052884
g026697
g010179
g008350
g008195
g010074
g010369
g010584
g014212
g001144
g017313
g010791
g003234
g013252
g002098
g000810
g006938
g000475
g017119
g004627
g004456
g001111
g010175
g001523
g021523
g005584
g004428
g002482
g050588
g001417
g000200
g007450
g001016
g006445
g027546
g006142
g003161
g006848
g004266
g002563
g015243
g004415
g004232
g005059
g016061
g001248
g001513
g018991
g003876
g000780
g000179
g005314
g018184
g005549
g006158
g004513
g012347
g016917
g000943
g003998
g001164
g000968
g001044
g012877
g010118
g014634
g001584
g001826
g003399
g000029
g027679
g024815
g005194
g002282
g010860
g000529
g006664
g008135
g005361
g039295
g002182
g006604
g006722
g011354
g008363
g006454
g061186
g002307
g013464
g003690
g001553
g000758
g003579
g001027
g000178
g000506
g014795
g049725
g001854
g005327
g004389
g001187
g030771
g013158
g004532
g013078
g010646
g003586
g008246
g002185
g007378
g006655
g009143
g007077
g009563
g000639
g000666
g008714
g002739
g001267
g012771
g009529
g021893
g011887
g009208
g000536
g000919
g007400
g029993
g001799
g020966
g001879
g027660
g058605
g004683
g009180
g009863
g005033
g002805
g046842
g003849
g002206
g005343
g000581
g005428
g027426
g009469
g011359
g026556
g004651
g006146
g014082
g007397
g066268
g001235
g001088
g010201
g002310
g001122
g017745
g000126
g017470
g009564
g006161
g004837
g004035
g001448
g000695
g000654
g003896
g030509
g006726
g001326
g021194
g007544
g006463
g011690
g018057
g017492
g004528
g003976
g005464
g007674
g003840
g009896
g017910
g010317
g045897
g007371
g005307
g000380
g012382
g006672
g005058
g013655
g013305
g002433
g019365
g017699
g037938
g004635
g000440
g004122
g001728
g000978
g001742
g000762
g007339
g010668
g009968
g006341
g006819
g004879
g009612
g003189
g050989
g029362
g000391
g015577
g026191
g005280
g019275
g011788
g033124
g013995
g004621
g006847
g003657
g000132
g008621
g014987
g010196
g004379
g012560
g001828
g000891
g000605
g000892
g003293
g000144
g003522
g013293
g006189
g057571
g007321
g007100
g004108
g012051
g005718
g001355
g028662
g053656
g013495
g006525
g002352
g019052
g009839
g002822
g008878
g027985
g008593
g016308
g003432
g014299
g003228
g002813
g002219
g018189
g010829
g021639
g057270
g009311
g013774
g005342
g003797
g012188
g001540
g007425
g024548
g002494
g004896
g008777
g008028
g057814
g024845
g004751
g002476
g021630
g001510
g007134
g002333
g019051
g001784
g011362
g013478
g028646
g009103
g012443
g002919
g028540
g001770
g016861
g007820
g008951
g009309
g000137
g001673
g005990
g010216
g008484
g004018
g006526
g003088
g010666
g061239
g002522
g013138
g014718
g018616
g002942
g011697
g002284
g000193
g030123
g009216
g000708
g007111
g011573
g001683
g014478
g005078
g006842
g002940
g011136
g008388
g017110
g000326
g000359
g026155
g007102
g017526
g011905
g015708
g000971
g015168
g002660
g002965
g000353
g000772
g012371
g027249
g007856
g010206
g004609
g003173
g020509
g020263
g002417
g015139
g004762
g006725
g007568
g021699
g002347
g009194
g021480
g001028
g002905
g013704
g020168
g007312
g006314
g007079
g002979
g008277
g005970
g003069
g001830
g011481
g000433
g003904
g017216
g005144
g011414
g005537
g004600
g010234
g007426
g002912
g002008
g001724
g010839
g016714
g010609
g011160
g003462
g006402
g002179
g005910
g006823
g008604
g007125
g028792
g001313
g004193
g007185
g004220
g004770
g005421
g004703
g017558
g002262
g006880
g017109
g006476
g001050
g013061
g009406
g000071
g001418
g011743
g006391
g006917
g004920
g011816
g010107
g002643
g007551
g010456
g003930
g012394
g019050
g062443
g008575
g004984
g014866
g011587
g003022
g005566
g014367
g007747
g002519
g004162
g010482
g006108
g005548
g010657
g003808
g012524
g000051
g013010
g011060
g007851
g003698
g007913
g013433
g000396
g027410
g016738
g020379
g002268
g002467
g025307
g026239
g017303
g015696
g004705
g012870
g001580
g001818
g000887
g015336
g003853
g000460
g010298
g001358
g008450
g009798
g021922
g001532
g004638
g013930
g029786
g010024
g005289
g005340
g005841
g004132
g013956
g022428
g000881
g006856
g002571
g003807
g004941
g000661
g002466
g007244
g016209
g004673
g003792
g007713
g004904
g056693
g031135
g029159
g012885
g001611
g005278
g013390
g020773
g014193
g003160
g020005
g010540
g004617
g007650
g002080
g001567
g004615
g005504
g003573
g003250
g001419
g007875
g000632
g002564
g000545
g007838
g015430
g002998
g004981
g016509
g001328
g001377
g008602
g009430
g002460
g013544
g007328
g007498
g000480
g004679
g003067
g017802
g009487
g001410
g011022
g005639
g012961
g018613
g019812
g008289
g008269
g001723
g008419
g006338
g006670
g003145
g002473
g003520
g004999
g003708
g003594
g068092
g003754
g003391
g000370
g012018
g010520
g001155
g011703
g011689
g001560
g005506
g004760
g003299
g010890
g008436
g007821
g006836
g004962
g013315
g000992
g001884
g007081
g009943
g002763
g004914
g001034
g008979
g005985
g018135
g007754
g002261
g007163
g004654
g020279
g002457
g014051
g011055
g026879
g028307
g000502
g002926
g001676
g010502
g011753
g000687
g003269
g002920
g001450
g000243
g008829
g001909
g001396
g024769
g001891
g002397
g003866
g003767
g005298
g003170
g011652
g000906
g007186
g005710
g000169
g001930
g012801
g011802
g026134
g000694
g007529
g003083
g006815
g015400
g007356
g002820
g005540
g003415
g011161
g003232
g000486
g016369
g003155
g001883
g011927
g010676
g001721
g020840
g008105
g005837
g001206
g004586
g029828
g006242
g004129
g003343
g012448
g004288
g008153
g022894
